Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,same_state,age,python_yn,r_yn,spark_yn,aws_yn,excel_yn
Data Engineer/Architect,CA$69K-CA$119K (Glassdoor est.),"Data Engineer/Architect

This is an opportunity within the advanced analytics team in the Global Asset Management division. As part of this group, the successful candidate will support GAM’s business leaders leveraging advanced analytics to support decisions in investment management, new product development, and sales/marketing opportunities. The candidate will have the opportunity to build data driven products and insights, tackle challenging data-related problems using RBC's internal datasets & value-added external data.

What you will do:

Create the overall data architecture vision and ensure specific components are appropriately designed and leveraged, while contributing to the holistic vision of Enterprise Architecture at GAM.
Create reference architecture frameworks and patterns.
Promote adoption of industry best practices and ensures development adheres to RBC-GAM framework, tools, standards, and guidelines
Design systems using PL-SQL, S3/HDFS, Presto, Hive, GraphQL etc. using cloud services to design for high availability, security, and auto scalability.
Use SLAs and user requirements to determine capacity requirements and incorporate them into architecture
What you need:

A Bachelor’s degree in Information Technology or related field (preferred) or equivalent experience.
Experience in architecture/design/development in Data Warehousing/ETL.
3+ years of architecture experience, utilizing S3, Presto, Hive, Spark, GraphQL or similar technologies in a Hybrid cloud environment.
Ability to design pub-sub methods, master-transaction data structures, complex data mappings with multiple systems in accordance with data requirements.
Experience and understanding of data in Global Asset Management function.
Nice to have:

Knowledgeable about containers & orchestration (Docker, Kubernetes, Mesos).
Continuously learning mindset and enjoy working on open-ended problems.
An outstanding ability to communicate, both verbally and in writing and ability to cultivate strong working relationships.",3.4,"CoreHR Solutions Inc.
3.4",Toronto,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,69,119,94.0,"CoreHR Solutions Inc.
",0,-1,0,0,1,0,0
Principal Machine Learning Scientist,CA$69K-CA$119K (Glassdoor est.),"Career Category
Scientific
Job Description


Amgen is dedicated to discovering transformative medicines that address the leading causes of death and disability. Within Amgen’s Research and Development organization, the Computational and Data Sciences (CDS) team strives to revolutionize the design and discovery of breakthrough differentiating therapeutics. Driven by passion and commitment, the CDS team provides actionable insights from physical and data modeling to accelerate therapeutic discovery.

Amgen has new opportunities for enthusiastic data scientists with backgrounds in computational biology or chemistry to join our CDS team where you will utilize your expertise to develop models and algorithms in collaboration with multidisciplinary teams of computational and experimental scientists. Providing technical leadership and partnering across broad discovery areas of research, you will:
Develop and implement groundbreaking machine learning and other data science solutions.
Collaborate with computational and experimental scientists to develop and optimize predictive models that directly impact the discovery pipeline.
Provide technical leadership to data scientists and engineers.
Basic Qualifications

Doctorate degree and 3 years of related data sciences experience

OR

Master’s degree and 6 years of related data sciences experience

OR

Bachelor’s degree and 8 years of related data sciences experience

Preferred Qualifications:
PhD in in Computational Sciences, Applied Math, Statistics or related quantitative field.
Strong track record of research accomplishments including five or more scientific publications or conference presentations.
At least 10 years experience applying both traditional data sciences and deep machine learning to molecular sciences and drug discovery.
Expertise in advanced data science techniques and tools, machine learning, supervised/unsupervised learning and statistical analysis.
Experience with UNIX, Python, C++, TensorFlow, PyTorch, Keras.
Strong communication, project management and technical leadership skills with an enthusiasm for working in an interdisciplinary team environment.
Join Us


If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancer, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.Amgen will consider for employment qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.",3.8,"Amgen
3.8",Burnaby,-1,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,69,119,94.0,"Amgen
",0,40,1,0,0,0,0
"Senior Actuarial Analyst, Commercial Insurance Predictive Modeling, Data Science Team",CA$69K-CA$119K (Glassdoor est.),"** FUTURE OPPORTUNITY **
What you will do


Join an exciting team of data scientists, actuaries and engineers at the forefront of leveraging data to drive decisions at every level of our organization. The insurance industry is undergoing a transformation and you will be in the driver’s seat of this data-driven, technology revolution.

You will work on impactful projects by incorporating novel data sources, building cutting-edge pricing models and leveraging machine-learning techniques.
Working closely with data scientists you will bring these innovative and influential models to market. This team is exploring the frontiers of the insurance business.

The data science team has been successful in developing algorithms for production and you will be part of the team that expands our scope and reach into new domains.

You will work on the creation of innovative machine-learning and statistical models for practical applications that impact millions of customers.

This is your chance to join the InsureTech revolution!

What you need to succeed


You will need the following skills and experience to succeed in the role:
3+ years of experience in commercial insurance.
Cross-functional skills that allow you to straddle the worlds of data scientists, actuaries and the front lines.
Strong programming and problem solving skills to develop, test, validate, and maintain robust tools and models.
Collaborative approach with business stakeholders in establishing a vision and furthering a culture that treats data as a massive asset
What sets you apart
Subject matter expertise in commercial insurance and a penchant analytics
Ability to combine sound business judgement with creative modeling to support rate implementation.
Predictive modeling experience is an asset
Results-oriented who demonstrates a sense of urgency and accountability for business issues
A can-do team player who is willing to roll-up the sleeves and do whatever is needed to move projects forward.
Ability to translate complex algorithms to non-technical experts.
Understanding the importance of a great algorithm and the need to generate buy-in from different stakeholders
Additional Information

Aviva Canada is committed to providing accommodations for people with disabilities during all phases of the hiring process including the application process. If you require an accommodation because of a disability, we will work with you to meet your needs. Applicants need to make their needs known in advance. If you are selected for an interview and require an accommodation, you are encouraged to advise the Talent Acquisition Partner who will consult with you to determine an appropriate accommodation.",3.6,"Aviva
3.6",Markham,-1,10000+ Employees,1861,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,69,119,94.0,"Aviva
",0,159,0,0,0,0,0
Data Engineer/Architect,CA$69K-CA$119K (Glassdoor est.),"Data Engineer/Architect

This is an opportunity within the advanced analytics team in the Global Asset Management division. As part of this group, the successful candidate will support GAM’s business leaders leveraging advanced analytics to support decisions in investment management, new product development, and sales/marketing opportunities. The candidate will have the opportunity to build data driven products and insights, tackle challenging data-related problems using RBC's internal datasets & value-added external data.

What you will do:

Create the overall data architecture vision and ensure specific components are appropriately designed and leveraged, while contributing to the holistic vision of Enterprise Architecture at GAM.
Create reference architecture frameworks and patterns.
Promote adoption of industry best practices and ensures development adheres to RBC-GAM framework, tools, standards, and guidelines
Design systems using PL-SQL, S3/HDFS, Presto, Hive, GraphQL etc. using cloud services to design for high availability, security, and auto scalability.
Use SLAs and user requirements to determine capacity requirements and incorporate them into architecture
What you need:

A Bachelor’s degree in Information Technology or related field (preferred) or equivalent experience.
Experience in architecture/design/development in Data Warehousing/ETL.
3+ years of architecture experience, utilizing S3, Presto, Hive, Spark, GraphQL or similar technologies in a Hybrid cloud environment.
Ability to design pub-sub methods, master-transaction data structures, complex data mappings with multiple systems in accordance with data requirements.
Experience and understanding of data in Global Asset Management function.
Nice to have:

Knowledgeable about containers & orchestration (Docker, Kubernetes, Mesos).
Continuously learning mindset and enjoy working on open-ended problems.
An outstanding ability to communicate, both verbally and in writing and ability to cultivate strong working relationships.",3.4,"CoreHR Solutions Inc.
3.4",Toronto,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,69,119,94.0,"CoreHR Solutions Inc.
",0,-1,0,0,1,0,0
Principal Machine Learning Scientist,CA$69K-CA$119K (Glassdoor est.),"Career Category
Scientific
Job Description


Amgen is dedicated to discovering transformative medicines that address the leading causes of death and disability. Within Amgen’s Research and Development organization, the Computational and Data Sciences (CDS) team strives to revolutionize the design and discovery of breakthrough differentiating therapeutics. Driven by passion and commitment, the CDS team provides actionable insights from physical and data modeling to accelerate therapeutic discovery.

Amgen has new opportunities for enthusiastic data scientists with backgrounds in computational biology or chemistry to join our CDS team where you will utilize your expertise to develop models and algorithms in collaboration with multidisciplinary teams of computational and experimental scientists. Providing technical leadership and partnering across broad discovery areas of research, you will:
Develop and implement groundbreaking machine learning and other data science solutions.
Collaborate with computational and experimental scientists to develop and optimize predictive models that directly impact the discovery pipeline.
Provide technical leadership to data scientists and engineers.
Basic Qualifications

Doctorate degree and 3 years of related data sciences experience

OR

Master’s degree and 6 years of related data sciences experience

OR

Bachelor’s degree and 8 years of related data sciences experience

Preferred Qualifications:
PhD in in Computational Sciences, Applied Math, Statistics or related quantitative field.
Strong track record of research accomplishments including five or more scientific publications or conference presentations.
At least 10 years experience applying both traditional data sciences and deep machine learning to molecular sciences and drug discovery.
Expertise in advanced data science techniques and tools, machine learning, supervised/unsupervised learning and statistical analysis.
Experience with UNIX, Python, C++, TensorFlow, PyTorch, Keras.
Strong communication, project management and technical leadership skills with an enthusiasm for working in an interdisciplinary team environment.
Join Us


If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancer, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.Amgen will consider for employment qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.",3.8,"Amgen
3.8",Burnaby,-1,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,69,119,94.0,"Amgen
",0,40,1,0,0,0,0
"Senior Actuarial Analyst, Commercial Insurance Predictive Modeling, Data Science Team",CA$69K-CA$119K (Glassdoor est.),"** FUTURE OPPORTUNITY **
What you will do


Join an exciting team of data scientists, actuaries and engineers at the forefront of leveraging data to drive decisions at every level of our organization. The insurance industry is undergoing a transformation and you will be in the driver’s seat of this data-driven, technology revolution.

You will work on impactful projects by incorporating novel data sources, building cutting-edge pricing models and leveraging machine-learning techniques.
Working closely with data scientists you will bring these innovative and influential models to market. This team is exploring the frontiers of the insurance business.

The data science team has been successful in developing algorithms for production and you will be part of the team that expands our scope and reach into new domains.

You will work on the creation of innovative machine-learning and statistical models for practical applications that impact millions of customers.

This is your chance to join the InsureTech revolution!

What you need to succeed


You will need the following skills and experience to succeed in the role:
3+ years of experience in commercial insurance.
Cross-functional skills that allow you to straddle the worlds of data scientists, actuaries and the front lines.
Strong programming and problem solving skills to develop, test, validate, and maintain robust tools and models.
Collaborative approach with business stakeholders in establishing a vision and furthering a culture that treats data as a massive asset
What sets you apart
Subject matter expertise in commercial insurance and a penchant analytics
Ability to combine sound business judgement with creative modeling to support rate implementation.
Predictive modeling experience is an asset
Results-oriented who demonstrates a sense of urgency and accountability for business issues
A can-do team player who is willing to roll-up the sleeves and do whatever is needed to move projects forward.
Ability to translate complex algorithms to non-technical experts.
Understanding the importance of a great algorithm and the need to generate buy-in from different stakeholders
Additional Information

Aviva Canada is committed to providing accommodations for people with disabilities during all phases of the hiring process including the application process. If you require an accommodation because of a disability, we will work with you to meet your needs. Applicants need to make their needs known in advance. If you are selected for an interview and require an accommodation, you are encouraged to advise the Talent Acquisition Partner who will consult with you to determine an appropriate accommodation.",3.6,"Aviva
3.6",Markham,-1,10000+ Employees,1861,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,69,119,94.0,"Aviva
",0,159,0,0,0,0,0
Data Engineer/Architect,CA$69K-CA$119K (Glassdoor est.),"Data Engineer/Architect

This is an opportunity within the advanced analytics team in the Global Asset Management division. As part of this group, the successful candidate will support GAM’s business leaders leveraging advanced analytics to support decisions in investment management, new product development, and sales/marketing opportunities. The candidate will have the opportunity to build data driven products and insights, tackle challenging data-related problems using RBC's internal datasets & value-added external data.

What you will do:

Create the overall data architecture vision and ensure specific components are appropriately designed and leveraged, while contributing to the holistic vision of Enterprise Architecture at GAM.
Create reference architecture frameworks and patterns.
Promote adoption of industry best practices and ensures development adheres to RBC-GAM framework, tools, standards, and guidelines
Design systems using PL-SQL, S3/HDFS, Presto, Hive, GraphQL etc. using cloud services to design for high availability, security, and auto scalability.
Use SLAs and user requirements to determine capacity requirements and incorporate them into architecture
What you need:

A Bachelor’s degree in Information Technology or related field (preferred) or equivalent experience.
Experience in architecture/design/development in Data Warehousing/ETL.
3+ years of architecture experience, utilizing S3, Presto, Hive, Spark, GraphQL or similar technologies in a Hybrid cloud environment.
Ability to design pub-sub methods, master-transaction data structures, complex data mappings with multiple systems in accordance with data requirements.
Experience and understanding of data in Global Asset Management function.
Nice to have:

Knowledgeable about containers & orchestration (Docker, Kubernetes, Mesos).
Continuously learning mindset and enjoy working on open-ended problems.
An outstanding ability to communicate, both verbally and in writing and ability to cultivate strong working relationships.",3.4,"CoreHR Solutions Inc.
3.4",Toronto,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,69,119,94.0,"CoreHR Solutions Inc.
",0,-1,0,0,1,0,0
Principal Machine Learning Scientist,CA$69K-CA$119K (Glassdoor est.),"Career Category
Scientific
Job Description


Amgen is dedicated to discovering transformative medicines that address the leading causes of death and disability. Within Amgen’s Research and Development organization, the Computational and Data Sciences (CDS) team strives to revolutionize the design and discovery of breakthrough differentiating therapeutics. Driven by passion and commitment, the CDS team provides actionable insights from physical and data modeling to accelerate therapeutic discovery.

Amgen has new opportunities for enthusiastic data scientists with backgrounds in computational biology or chemistry to join our CDS team where you will utilize your expertise to develop models and algorithms in collaboration with multidisciplinary teams of computational and experimental scientists. Providing technical leadership and partnering across broad discovery areas of research, you will:
Develop and implement groundbreaking machine learning and other data science solutions.
Collaborate with computational and experimental scientists to develop and optimize predictive models that directly impact the discovery pipeline.
Provide technical leadership to data scientists and engineers.
Basic Qualifications

Doctorate degree and 3 years of related data sciences experience

OR

Master’s degree and 6 years of related data sciences experience

OR

Bachelor’s degree and 8 years of related data sciences experience

Preferred Qualifications:
PhD in in Computational Sciences, Applied Math, Statistics or related quantitative field.
Strong track record of research accomplishments including five or more scientific publications or conference presentations.
At least 10 years experience applying both traditional data sciences and deep machine learning to molecular sciences and drug discovery.
Expertise in advanced data science techniques and tools, machine learning, supervised/unsupervised learning and statistical analysis.
Experience with UNIX, Python, C++, TensorFlow, PyTorch, Keras.
Strong communication, project management and technical leadership skills with an enthusiasm for working in an interdisciplinary team environment.
Join Us


If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancer, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.Amgen will consider for employment qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.",3.8,"Amgen
3.8",Burnaby,-1,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,69,119,94.0,"Amgen
",0,40,1,0,0,0,0
"Senior Actuarial Analyst, Commercial Insurance Predictive Modeling, Data Science Team",CA$69K-CA$119K (Glassdoor est.),"** FUTURE OPPORTUNITY **
What you will do


Join an exciting team of data scientists, actuaries and engineers at the forefront of leveraging data to drive decisions at every level of our organization. The insurance industry is undergoing a transformation and you will be in the driver’s seat of this data-driven, technology revolution.

You will work on impactful projects by incorporating novel data sources, building cutting-edge pricing models and leveraging machine-learning techniques.
Working closely with data scientists you will bring these innovative and influential models to market. This team is exploring the frontiers of the insurance business.

The data science team has been successful in developing algorithms for production and you will be part of the team that expands our scope and reach into new domains.

You will work on the creation of innovative machine-learning and statistical models for practical applications that impact millions of customers.

This is your chance to join the InsureTech revolution!

What you need to succeed


You will need the following skills and experience to succeed in the role:
3+ years of experience in commercial insurance.
Cross-functional skills that allow you to straddle the worlds of data scientists, actuaries and the front lines.
Strong programming and problem solving skills to develop, test, validate, and maintain robust tools and models.
Collaborative approach with business stakeholders in establishing a vision and furthering a culture that treats data as a massive asset
What sets you apart
Subject matter expertise in commercial insurance and a penchant analytics
Ability to combine sound business judgement with creative modeling to support rate implementation.
Predictive modeling experience is an asset
Results-oriented who demonstrates a sense of urgency and accountability for business issues
A can-do team player who is willing to roll-up the sleeves and do whatever is needed to move projects forward.
Ability to translate complex algorithms to non-technical experts.
Understanding the importance of a great algorithm and the need to generate buy-in from different stakeholders
Additional Information

Aviva Canada is committed to providing accommodations for people with disabilities during all phases of the hiring process including the application process. If you require an accommodation because of a disability, we will work with you to meet your needs. Applicants need to make their needs known in advance. If you are selected for an interview and require an accommodation, you are encouraged to advise the Talent Acquisition Partner who will consult with you to determine an appropriate accommodation.",3.6,"Aviva
3.6",Markham,-1,10000+ Employees,1861,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,69,119,94.0,"Aviva
",0,159,0,0,0,0,0
Data Engineer/Architect,CA$69K-CA$119K (Glassdoor est.),"Data Engineer/Architect

This is an opportunity within the advanced analytics team in the Global Asset Management division. As part of this group, the successful candidate will support GAM’s business leaders leveraging advanced analytics to support decisions in investment management, new product development, and sales/marketing opportunities. The candidate will have the opportunity to build data driven products and insights, tackle challenging data-related problems using RBC's internal datasets & value-added external data.

What you will do:

Create the overall data architecture vision and ensure specific components are appropriately designed and leveraged, while contributing to the holistic vision of Enterprise Architecture at GAM.
Create reference architecture frameworks and patterns.
Promote adoption of industry best practices and ensures development adheres to RBC-GAM framework, tools, standards, and guidelines
Design systems using PL-SQL, S3/HDFS, Presto, Hive, GraphQL etc. using cloud services to design for high availability, security, and auto scalability.
Use SLAs and user requirements to determine capacity requirements and incorporate them into architecture
What you need:

A Bachelor’s degree in Information Technology or related field (preferred) or equivalent experience.
Experience in architecture/design/development in Data Warehousing/ETL.
3+ years of architecture experience, utilizing S3, Presto, Hive, Spark, GraphQL or similar technologies in a Hybrid cloud environment.
Ability to design pub-sub methods, master-transaction data structures, complex data mappings with multiple systems in accordance with data requirements.
Experience and understanding of data in Global Asset Management function.
Nice to have:

Knowledgeable about containers & orchestration (Docker, Kubernetes, Mesos).
Continuously learning mindset and enjoy working on open-ended problems.
An outstanding ability to communicate, both verbally and in writing and ability to cultivate strong working relationships.",3.4,"CoreHR Solutions Inc.
3.4",Toronto,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,69,119,94.0,"CoreHR Solutions Inc.
",0,-1,0,0,1,0,0
Principal Machine Learning Scientist,CA$69K-CA$119K (Glassdoor est.),"Career Category
Scientific
Job Description


Amgen is dedicated to discovering transformative medicines that address the leading causes of death and disability. Within Amgen’s Research and Development organization, the Computational and Data Sciences (CDS) team strives to revolutionize the design and discovery of breakthrough differentiating therapeutics. Driven by passion and commitment, the CDS team provides actionable insights from physical and data modeling to accelerate therapeutic discovery.

Amgen has new opportunities for enthusiastic data scientists with backgrounds in computational biology or chemistry to join our CDS team where you will utilize your expertise to develop models and algorithms in collaboration with multidisciplinary teams of computational and experimental scientists. Providing technical leadership and partnering across broad discovery areas of research, you will:
Develop and implement groundbreaking machine learning and other data science solutions.
Collaborate with computational and experimental scientists to develop and optimize predictive models that directly impact the discovery pipeline.
Provide technical leadership to data scientists and engineers.
Basic Qualifications

Doctorate degree and 3 years of related data sciences experience

OR

Master’s degree and 6 years of related data sciences experience

OR

Bachelor’s degree and 8 years of related data sciences experience

Preferred Qualifications:
PhD in in Computational Sciences, Applied Math, Statistics or related quantitative field.
Strong track record of research accomplishments including five or more scientific publications or conference presentations.
At least 10 years experience applying both traditional data sciences and deep machine learning to molecular sciences and drug discovery.
Expertise in advanced data science techniques and tools, machine learning, supervised/unsupervised learning and statistical analysis.
Experience with UNIX, Python, C++, TensorFlow, PyTorch, Keras.
Strong communication, project management and technical leadership skills with an enthusiasm for working in an interdisciplinary team environment.
Join Us


If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancer, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.Amgen will consider for employment qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.",3.8,"Amgen
3.8",Burnaby,-1,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,69,119,94.0,"Amgen
",0,40,1,0,0,0,0
"Senior Actuarial Analyst, Commercial Insurance Predictive Modeling, Data Science Team",CA$69K-CA$119K (Glassdoor est.),"** FUTURE OPPORTUNITY **
What you will do


Join an exciting team of data scientists, actuaries and engineers at the forefront of leveraging data to drive decisions at every level of our organization. The insurance industry is undergoing a transformation and you will be in the driver’s seat of this data-driven, technology revolution.

You will work on impactful projects by incorporating novel data sources, building cutting-edge pricing models and leveraging machine-learning techniques.
Working closely with data scientists you will bring these innovative and influential models to market. This team is exploring the frontiers of the insurance business.

The data science team has been successful in developing algorithms for production and you will be part of the team that expands our scope and reach into new domains.

You will work on the creation of innovative machine-learning and statistical models for practical applications that impact millions of customers.

This is your chance to join the InsureTech revolution!

What you need to succeed


You will need the following skills and experience to succeed in the role:
3+ years of experience in commercial insurance.
Cross-functional skills that allow you to straddle the worlds of data scientists, actuaries and the front lines.
Strong programming and problem solving skills to develop, test, validate, and maintain robust tools and models.
Collaborative approach with business stakeholders in establishing a vision and furthering a culture that treats data as a massive asset
What sets you apart
Subject matter expertise in commercial insurance and a penchant analytics
Ability to combine sound business judgement with creative modeling to support rate implementation.
Predictive modeling experience is an asset
Results-oriented who demonstrates a sense of urgency and accountability for business issues
A can-do team player who is willing to roll-up the sleeves and do whatever is needed to move projects forward.
Ability to translate complex algorithms to non-technical experts.
Understanding the importance of a great algorithm and the need to generate buy-in from different stakeholders
Additional Information

Aviva Canada is committed to providing accommodations for people with disabilities during all phases of the hiring process including the application process. If you require an accommodation because of a disability, we will work with you to meet your needs. Applicants need to make their needs known in advance. If you are selected for an interview and require an accommodation, you are encouraged to advise the Talent Acquisition Partner who will consult with you to determine an appropriate accommodation.",3.6,"Aviva
3.6",Markham,-1,10000+ Employees,1861,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,69,119,94.0,"Aviva
",0,159,0,0,0,0,0
Data Engineer/Architect,CA$69K-CA$119K (Glassdoor est.),"Data Engineer/Architect

This is an opportunity within the advanced analytics team in the Global Asset Management division. As part of this group, the successful candidate will support GAM’s business leaders leveraging advanced analytics to support decisions in investment management, new product development, and sales/marketing opportunities. The candidate will have the opportunity to build data driven products and insights, tackle challenging data-related problems using RBC's internal datasets & value-added external data.

What you will do:

Create the overall data architecture vision and ensure specific components are appropriately designed and leveraged, while contributing to the holistic vision of Enterprise Architecture at GAM.
Create reference architecture frameworks and patterns.
Promote adoption of industry best practices and ensures development adheres to RBC-GAM framework, tools, standards, and guidelines
Design systems using PL-SQL, S3/HDFS, Presto, Hive, GraphQL etc. using cloud services to design for high availability, security, and auto scalability.
Use SLAs and user requirements to determine capacity requirements and incorporate them into architecture
What you need:

A Bachelor’s degree in Information Technology or related field (preferred) or equivalent experience.
Experience in architecture/design/development in Data Warehousing/ETL.
3+ years of architecture experience, utilizing S3, Presto, Hive, Spark, GraphQL or similar technologies in a Hybrid cloud environment.
Ability to design pub-sub methods, master-transaction data structures, complex data mappings with multiple systems in accordance with data requirements.
Experience and understanding of data in Global Asset Management function.
Nice to have:

Knowledgeable about containers & orchestration (Docker, Kubernetes, Mesos).
Continuously learning mindset and enjoy working on open-ended problems.
An outstanding ability to communicate, both verbally and in writing and ability to cultivate strong working relationships.",3.4,"CoreHR Solutions Inc.
3.4",Toronto,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,69,119,94.0,"CoreHR Solutions Inc.
",0,-1,0,0,1,0,0
Principal Machine Learning Scientist,CA$69K-CA$119K (Glassdoor est.),"Career Category
Scientific
Job Description


Amgen is dedicated to discovering transformative medicines that address the leading causes of death and disability. Within Amgen’s Research and Development organization, the Computational and Data Sciences (CDS) team strives to revolutionize the design and discovery of breakthrough differentiating therapeutics. Driven by passion and commitment, the CDS team provides actionable insights from physical and data modeling to accelerate therapeutic discovery.

Amgen has new opportunities for enthusiastic data scientists with backgrounds in computational biology or chemistry to join our CDS team where you will utilize your expertise to develop models and algorithms in collaboration with multidisciplinary teams of computational and experimental scientists. Providing technical leadership and partnering across broad discovery areas of research, you will:
Develop and implement groundbreaking machine learning and other data science solutions.
Collaborate with computational and experimental scientists to develop and optimize predictive models that directly impact the discovery pipeline.
Provide technical leadership to data scientists and engineers.
Basic Qualifications

Doctorate degree and 3 years of related data sciences experience

OR

Master’s degree and 6 years of related data sciences experience

OR

Bachelor’s degree and 8 years of related data sciences experience

Preferred Qualifications:
PhD in in Computational Sciences, Applied Math, Statistics or related quantitative field.
Strong track record of research accomplishments including five or more scientific publications or conference presentations.
At least 10 years experience applying both traditional data sciences and deep machine learning to molecular sciences and drug discovery.
Expertise in advanced data science techniques and tools, machine learning, supervised/unsupervised learning and statistical analysis.
Experience with UNIX, Python, C++, TensorFlow, PyTorch, Keras.
Strong communication, project management and technical leadership skills with an enthusiasm for working in an interdisciplinary team environment.
Join Us


If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancer, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.Amgen will consider for employment qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.",3.8,"Amgen
3.8",Burnaby,-1,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,69,119,94.0,"Amgen
",0,40,1,0,0,0,0
